id,left,top,right,bottom,row_index,col_index,cambodia_h,cambodia_1,cambodia_2,cambodia_3,cambodia_4,Lon,lat
2234,606548.785029922612011,1375651.935345211764798,618095.790413714945316,1365651.935345211764798,25,46,10661.297405537217855,570132.000000000000000,6553.241379310345110,11.000000000000000,170844.776935556263197,106.03329820,12.39682572
2235,606548.785029922612011,1365651.935345211764798,618095.790413714945316,1355651.935345211764798,26,46,12615.576401507481933,676991.000000000000000,7693.079545454545041,11.000000000000000,165138.830325584858656,106.03294340,12.30640894
2236,606548.785029922612011,1355651.935345211764798,618095.790413714945316,1345651.935345211764798,27,46,3029.109590724111058,120279.000000000000000,1366.806818181818471,11.000000000000000,159855.784007689857390,106.03259150,12.21599156
2237,606548.785029922612011,1345651.935345211764798,618095.790413714945316,1335651.935345211764798,28,46,9411.471782095730305,299028.000000000000000,3437.103448275861865,11.000000000000000,155038.875783636700362,106.03224230,12.12557357
2238,606548.785029922612011,1335651.935345211764798,618095.790413714945316,1325651.935345211764798,29,46,6246.277096629142761,177297.000000000000000,2014.738636363636260,11.000000000000000,150732.800848930462962,106.03189590,12.03515498
2239,606548.785029922612011,1325651.935345211764798,618095.790413714945316,1315651.935345211764798,30,46,3623.829743470996618,119186.000000000000000,1354.386363636363740,11.000000000000000,146982.462977926334133,106.03155230,11.94473580
2240,606548.785029922612011,1315651.935345211764798,618095.790413714945316,1305651.935345211764798,31,46,5000.468601876869798,267809.000000000000000,3043.284090909090992,11.000000000000000,143831.340527468099026,106.03121150,11.85431603
2241,606548.785029922612011,1305651.935345211764798,618095.790413714945316,1295651.935345211764798,32,46,6700.408813590183854,458391.000000000058208,10914.071428571429351,11.000000000000000,141113.437342148099560,106.01991100,11.77687823
2242,606548.785029922612011,1295651.935345211764798,618095.790413714945316,1285651.935345211764798,33,46,94.079009396459526,8114.604751398457665,6842.707776099029616,11.000000000000000,135766.115284468512982,105.99684410,11.70111629
2247,606548.785029922612011,1245651.935345211764798,618095.790413714945316,1235651.935345211764798,38,46,0.438778553158045,68.000000000000000,22.666666666666668,11.000000000000000,139247.138318330456968,106.00542980,11.18408205
2248,606548.785029922612011,1235651.935345211764798,618095.790413714945316,1225651.935345211764798,39,46,4158.006791612133384,562970.000000000000000,9876.666666666666060,11.000000000000000,142727.911712865199661,106.01800850,11.12119991
2249,606548.785029922612011,1225651.935345211764798,618095.790413714945316,1215651.935345211764798,40,46,19100.566408104263246,2347111.000000000000000,26978.287356321838161,12.000000000000000,146445.815533411368961,106.02826840,11.04051224
2250,606548.785029922612011,1215651.935345211764798,618095.790413714945316,1205651.935345211764798,41,46,9414.810076455585659,895924.000000000000000,10297.977011494253020,11.000000000000000,150104.684142322337721,106.02795520,10.95008680
2251,606548.785029922612011,1205651.935345211764798,618095.790413714945316,1195651.935345211764798,42,46,4279.709780491888523,263703.000000000000000,4975.528301886791269,11.000000000000000,154741.669442112033721,106.03637510,10.87000759
2260,615209.039067766861990,1590651.935345211764798,626756.044451559428126,1580651.935345211764798,3,47,11.837264299392700,142.000000000000000,2.028571428571428,11.000000000000000,347696.125736359390430,106.12240300,14.33245339
2261,615209.039067766861990,1580651.935345211764798,626756.044451559428126,1570651.935345211764798,4,47,1162.852130860090256,7390.000000000000000,82.111111111111114,11.000000000000000,339202.255385918309912,106.12146300,14.24986530
2262,615209.039067766861990,1570651.935345211764798,626756.044451559428126,1560651.935345211764798,5,47,0.000000000000000,54.000000000000000,1.000000000000000,11.000000000000000,330640.384086443693377,106.13509190,14.16344125
